"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-22","0.00","0.0","0.0","56","62","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-23","0.00","0.0","0.0","50","64","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-24","0.00","0.0","0.0","53","59","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-25","0.00","0.0","0.0","54","62","49"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-26","0.01","0.0","0.0","55","64","49"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-27","0.00","0.0","0.0","51","58","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-28","0.00","0.0","0.0","51","62","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-29","0.00","0.0","0.0","51","54","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-30","0.00","0.0","0.0","49","62","41"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-01-31","0.00","0.0","0.0","52","66","41"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-01","0.00","0.0","0.0","53","69","40"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-02","0.00","0.0","0.0","53","64","41"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-03","0.00","0.0","0.0","44","55","35"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-04","0.00","0.0","0.0","42","54","31"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-05","0.00","0.0","0.0","44","56","34"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-06","0.00","0.0","0.0","47","64","36"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-07","0.00","0.0","0.0","51","67","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-08","0.00","0.0","0.0","53","69","40"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-09","0.00","0.0","0.0","51","59","37"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-10","0.00","0.0","0.0","47","62","35"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-11","0.00","0.0","0.0","51","66","38"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-12","0.00","0.0","0.0","53","69","39"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-13","0.00","0.0","0.0","55","72","41"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-14","0.00","0.0","0.0","55","69","41"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-15","0.00","0.0","0.0","55","70","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-16","0.00","0.0","0.0","57","71","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-17","0.00","0.0","0.0","55","66","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-18","0.00","0.0","0.0","56","69","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-19","0.00","0.0","0.0","55","71","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-20","0.00","0.0","0.0","57","75","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-21","0.00","0.0","0.0","58","70","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-22","0.00","0.0","0.0","62","65","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-23","0.00","0.0","0.0","55","67","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-24","0.00","0.0","0.0","56","68","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-25","0.00","0.0","0.0","58","73","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-26","0.00","0.0","0.0","62","80","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-27","0.00","0.0","0.0","63","78","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-28","0.00","0.0","0.0","65","83","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-02-29","0.00","0.0","0.0","66","77","52"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-01","0.00","0.0","0.0","57","61","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-02","0.00","0.0","0.0","49","65","38"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-03","0.00","0.0","0.0","56","73","44"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-04","0.00","0.0","0.0","60","79","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-05","0.00","0.0","0.0","65","82","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-06","0.00","0.0","0.0","64","81","49"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-07","0.00","0.0","0.0","60","61","49"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-08","0.00","0.0","0.0","53","64","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-09","0.00","0.0","0.0","58","69","48"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-10","0.11","0.0","0.0","59","70","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-11","0.05","0.0","0.0","60","73","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-12","0.00","0.0","0.0","61","74","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-13","0.00","0.0","0.0","65","73","53"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-14","0.00","0.0","0.0","60","66","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-15","0.04","0.0","0.0","58","64","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-16","0.97","0.0","0.0","53","55","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-17","0.00","0.0","0.0","46","57","40"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-18","0.00","0.0","0.0","50","60","39"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-19","0.22","0.0","0.0","52","58","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-20","0.00","0.0","0.0","52","64","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-21","0.05","0.0","0.0","56","64","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-22","0.28","0.0","0.0","57","70","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-23","0.25","0.0","0.0","58","66","52"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-24","0.03","0.0","0.0","56","59","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-25","0.27","0.0","0.0","53","57","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-26","0.00","0.0","0.0","49","59","42"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-27","0.00","0.0","0.0","50","62","40"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-28","0.00","0.0","0.0","52","63","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-29","0.05","0.0","0.0","56","64","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-30","0.00","0.0","0.0","56","70","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-03-31","0.00","0.0","0.0","59","74","48"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-01","0.00","0.0","0.0","62","71","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-02","0.00","0.0","0.0","55","68","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-03","0.00","0.0","0.0","56","70","43"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-04","0.00","0.0","0.0","57","68","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-05","0.84","0.0","0.0","58","60","46"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-06","0.25","0.0","0.0","52","60","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-07","0.02","0.0","0.0","54","66","47"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-08","0.11","0.0","0.0","57","60","49"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-09","0.26","0.0","0.0","53","61","49"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-10","0.00","0.0","0.0","56","68","45"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-11","0.00","0.0","0.0","60","71","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-12","0.00","0.0","0.0","64","73","55"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-13","0.00","0.0","0.0","61","72","53"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-14","0.00","0.0","0.0","63","77","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-15","0.00","0.0","0.0","67","81","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-16","0.00","0.0","0.0","69","83","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-17","0.02","0.0","0.0","66","74","56"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-18","0.08","0.0","0.0","61","68","55"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-19","0.00","0.0","0.0","63","74","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-20","0.07","0.0","0.0","60","62","53"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-21","0.00","0.0","0.0","59","74","50"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-22","0.00","0.0","0.0","67","81","55"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-23","0.00","0.0","0.0","71","86","59"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-24","0.00","0.0","0.0","73","88","58"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-25","0.00","0.0","0.0","76","91","62"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-26","0.00","0.0","0.0","76","90","63"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-27","0.00","0.0","0.0","74","87","59"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-28","0.00","0.0","0.0","75","91","61"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-29","0.00","0.0","0.0","80","91","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-04-30","0.00","0.0","0.0","74","88","59"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-01","0.00","0.0","0.0","71","83","55"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-02","0.00","0.0","0.0","70","84","55"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-03","0.00","0.0","0.0","69","81","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-04","0.00","0.0","0.0","68","85","52"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-05","0.00","0.0","0.0","72","89","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-06","0.00","0.0","0.0","71","85","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-07","0.00","0.0","0.0","73","91","58"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-08","0.00","0.0","0.0","79","96","62"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-09","0.00","0.0","0.0","81","99","65"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-10","0.00","0.0","0.0","80","93","63"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-11","0.00","0.0","0.0","74","86","59"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-12","0.00","0.0","0.0","69","79","58"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-13","0.00","0.0","0.0","65","78","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-14","0.00","0.0","0.0","68","79","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-15","0.00","0.0","0.0","68","81","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-16","0.00","0.0","0.0","72","87","58"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-17","0.01","0.0","0.0","73","86","61"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-18","0.11","0.0","0.0","67","73","56"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-19","0.00","0.0","0.0","61","71","51"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-20","0.00","0.0","0.0","65","78","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-21","0.00","0.0","0.0","69","85","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-22","0.00","0.0","0.0","73","83","61"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-23","0.00","0.0","0.0","69","84","55"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-24","0.00","0.0","0.0","75","90","60"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-25","0.00","0.0","0.0","81","98","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-26","0.00","0.0","0.0","87","102","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-27","0.00","0.0","0.0","90","105","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-28","0.00","0.0","0.0","89","106","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-29","0.00","0.0","0.0","87","95","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-30","0.00","0.0","0.0","76","83","62"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-05-31","0.00","0.0","0.0","71","81","60"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-01","0.00","0.0","0.0","75","87","66"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-02","0.00","0.0","0.0","78","94","66"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-03","0.00","0.0","0.0","85","103","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-04","0.00","0.0","0.0","89","106","73"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-05","0.00","0.0","0.0","82","88","62"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-06","0.00","0.0","0.0","70","81","59"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-07","0.00","0.0","0.0","66","76","55"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-08","0.00","0.0","0.0","66","82","54"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-09","0.00","0.0","0.0","74","91","59"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-10","0.00","0.0","0.0","81","97","66"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-11","0.00","0.0","0.0","85","103","69"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-12","0.00","0.0","0.0","82","87","62"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-13","0.00","0.0","0.0","68","79","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-14","0.00","0.0","0.0","70","86","57"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-15","0.00","0.0","0.0","77","91","64"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-16","0.00","0.0","0.0","74","85","60"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-17","0.00","0.0","0.0","72","87","59"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-18","0.00","0.0","0.0","79","95","65"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-19","0.00","0.0","0.0","84","100","68"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-20","0.00","0.0","0.0","86","100","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-21","0.00","0.0","0.0","84","99","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-22","0.00","0.0","0.0","86","101","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-23","0.00","0.0","0.0","89","104","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-24","0.00","0.0","0.0","89","103","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-25","0.00","0.0","0.0","89","102","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-26","0.00","0.0","0.0","88","102","76"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-27","0.00","0.0","0.0","92","107","77"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-28","0.00","0.0","0.0","84","92","62"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-29","0.00","0.0","0.0","71","87","59"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-06-30","0.00","0.0","0.0","79","94","65"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-01","0.00","0.0","0.0","83","97","69"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-02","0.00","0.0","0.0","80","95","66"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-03","0.00","0.0","0.0","80","96","65"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-04","0.00","0.0","0.0","83","99","66"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-05","0.00","0.0","0.0","85","100","69"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-06","0.00","0.0","0.0","84","98","66"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-07","0.00","0.0","0.0","79","94","61"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-08","0.00","0.0","0.0","81","98","66"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-09","0.00","0.0","0.0","85","100","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-10","0.00","0.0","0.0","87","103","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-11","0.00","0.0","0.0","90","106","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-12","0.00","0.0","0.0","92","108","75"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-13","0.00","0.0","0.0","91","104","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-14","0.00","0.0","0.0","84","98","68"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-15","0.00","0.0","0.0","82","98","68"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-16","0.00","0.0","0.0","85","100","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-17","0.00","0.0","0.0","85","100","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-18","0.00","0.0","0.0","85","101","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-19","0.00","0.0","0.0","87","101","73"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-20","0.00","0.0","0.0","85","100","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-21","0.00","0.0","0.0","84","95","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-22","0.00","0.0","0.0","82","97","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-23","0.00","0.0","0.0","79","94","64"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-24","0.00","0.0","0.0","83","98","69"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-25","0.00","0.0","0.0","83","99","68"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-26","0.00","0.0","0.0","86","102","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-27","0.00","0.0","0.0","87","102","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-28","0.00","0.0","0.0","87","103","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-29","0.00","0.0","0.0","88","104","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-30","0.00","0.0","0.0","87","104","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-07-31","0.00","0.0","0.0","86","102","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-01","0.00","0.0","0.0","85","101","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-02","0.00","0.0","0.0","85","102","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-03","0.00","0.0","0.0","86","101","69"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-04","0.00","0.0","0.0","85","100","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-05","0.00","0.0","0.0","80","93","64"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-06","0.00","0.0","0.0","74","89","61"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-07","0.00","0.0","0.0","79","94","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-08","0.00","0.0","0.0","84","99","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-09","0.00","0.0","0.0","87","102","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-10","0.00","0.0","0.0","88","103","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-11","0.00","0.0","0.0","87","101","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-12","0.00","0.0","0.0","85","103","71"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-13","0.00","0.0","0.0","87","95","73"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-14","0.00","0.0","0.0","88","106","75"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-15","0.00","0.0","0.0","94","107","77"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-16","0.00","0.0","0.0","94","112","81"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-17","0.00","0.0","0.0","94","108","81"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-18","0.00","0.0","0.0","93","107","81"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-19","0.00","0.0","0.0","94","102","82"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-20","0.00","0.0","0.0","86","100","75"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-21","0.00","0.0","0.0","84","99","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-22","0.00","0.0","0.0","83","99","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-23","0.00","0.0","0.0","85","96","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-24","0.00","0.0","0.0","87","101","76"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-25","0.00","0.0","0.0","87","99","74"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-26","0.00","0.0","0.0","85","99","73"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-27","0.00","0.0","0.0","83","97","69"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-28","0.00","0.0","0.0","83","101","69"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-29","0.00","0.0","0.0","86","101","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-30","0.00","0.0","0.0","83","98","68"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-08-31","0.00","0.0","0.0","84","97","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-01","0.00","0.0","0.0","82","97","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-02","0.00","0.0","0.0","80","95","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-03","0.00","0.0","0.0","80","95","67"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-04","0.00","0.0","0.0","84","98","70"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-05","0.00","0.0","0.0","87","105","75"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-06","0.00","0.0","0.0","89","103","75"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-07","0.00","0.0","0.0","90","106","77"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-08","0.00","0.0","0.0","89","98","76"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-09","0.00","0.0","0.0","83","91","72"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-10","0.00","0.0","0.0","77","86","66"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-11","0.00","0.0","0.0","72","81","62"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-12","0.00","0.0","0.0","72","85","61"
"USW00093193","FRESNO YOSEMITE INTERNATIONAL, CA US","2020-09-13","0.00","0.0","0.0","74","90","63"
